Speaker_1	Speaker_2	Personality	Utterance_1	Utterance_2	Utterance_3	Emotion_1	Emotion_2	Emotion_3	Sentiment_1	Sentiment_2	Sentiment_3
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	OK.	How far'd ya get?	Mailbox.	neutral	joy	neutral	neutral	positive	neutral
Phoebe	Chandler	[0.6, 0.48, 0.31, 0.46, 0.56]	Mailbox.	Alright, we're gettin' closer.	Uh-huh.	neutral	joy	neutral	neutral	positive	neutral
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	Rach, these are for you.	Wiper blades. I don't even have a car.	No, but with this new car smell, you'll think you do.	neutral	fear	joy	neutral	negative	positive
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	Ahh, toilet seat covers! Is that what you were doing while I was getting gas?	Uh-huh.	You guuuyys.	fear	joy	sadness	negative	positive	negative
Joey	Phoebe	[0.574, 0.614, 0.297, 0.545, 0.455]	Uh-huh.	You guuuyys.	And for Ross, Mr. Sweet-tooth.	joy	sadness	neutral	positive	negative	neutral
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	You got me a cola drink?	And, a lemon lime.	Well this, this is too much, I feel like I should get you another sweater.	fear	neutral	anger	negative	neutral	negative
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	And, a lemon lime.	Well this, this is too much, I feel like I should get you another sweater.	And last but not least.	neutral	anger	joy	neutral	negative	positive
Ross	Carol	[0.722, 0.489, 0.6, 0.533, 0.356]	Ok.	Oh, right. Um, I've got some news. It's about us.	Oh, you and me?	neutral	neutral	fear	neutral	neutral	negative
Ross	Carol	[0.722, 0.489, 0.6, 0.533, 0.356]	Ok.	We're uh, we're getting married.	"As in, ""I now pronounce you wife and wife"" married?"	neutral	neutral	fear	neutral	neutral	negative
Ross	Carol	[0.722, 0.489, 0.6, 0.533, 0.356]	"As in, ""I now pronounce you wife and wife"" married?"	Anyway, we'd like you to come, but we totally understand if you don't want to.	Why wouldn't I want to come? I had fun at the first wedding.	fear	neutral	fear	negative	neutral	negative
Ross	Carol	[0.722, 0.489, 0.6, 0.533, 0.356]	Mmm hmmm.	Want us to go?	Uh-huh.	neutral	neutral	neutral	neutral	neutral	neutral
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	That is so good! Do it again!	That's great. All right, I gotta get to work, I got a big dinosaur bone to inspect.	No no, that's me.	joy	joy	neutral	positive	positive	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	That's great. All right, I gotta get to work, I got a big dinosaur bone to inspect.	No no, that's me.	Oh, yeah.	joy	neutral	neutral	positive	neutral	neutral
Ross	Phoebe	[0.722, 0.489, 0.6, 0.533, 0.356]	Is everything ok?	Um, no, huh-uh. One of my clients died on the massage table today.	Oh my god.	fear	sadness	fear	negative	negative	negative
Ross	Carol	[0.722, 0.489, 0.6, 0.533, 0.356]	What's the matter?	Nothing. Ok, everything. I think we're calling off the wedding.	What?	neutral	sadness	neutral	neutral	negative	neutral
Ross	Monica	[0.722, 0.489, 0.6, 0.533, 0.356]	What?	You're still gonna pay me, right? Or something a little less selfish.	Carol, what's the matter? What happened?	neutral	anger	neutral	neutral	negative	neutral
Rachel	Sandra	[0.635, 0.354, 0.521, 0.552, 0.469]	Hey, Mom? Having fun?	Oh, am I! I just danced with a wonderfully large woman. And three other girls made eyes at me over the buffet. Oh, I'm not saying it's something I wanna pursue, but it's nice to know I have options.	There's more alcohol, right?	joy	joy	joy	positive	positive	positive
Ross	Susan	[0.722, 0.489, 0.6, 0.533, 0.356]	Ok.	You did a good thing today.	Yeah.	neutral	neutral	neutral	neutral	neutral	neutral
Ross	Susan	[0.722, 0.489, 0.6, 0.533, 0.356]	Yeah.	You wanna dance?	No, that's fine.	neutral	neutral	neutral	neutral	neutral	neutral
Ross	Susan	[0.722, 0.489, 0.6, 0.533, 0.356]	No, that's fine.	Come on. I'll let you lead.	Ok.	neutral	neutral	neutral	neutral	neutral	neutral
Ross	Joey	[0.722, 0.489, 0.6, 0.533, 0.356]	That commercial always makes me so sad.	Yeah, but then the guy opens his beer and those girls run at him, so, everything seems to work out OK.	I meant because the monkey in it reminds me of Marcel.	sadness	sadness	sadness	negative	negative	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Hey, hey, check it out, guess what I got.	Rhythm?	No, my first fan mail.	joy	joy	joy	positive	positive	positive
Joey	Erica	[0.574, 0.614, 0.297, 0.545, 0.455]	She's comin'.	It's me.	Uhh, this is it, this is how we're gonna die. Ready?	fear	neutral	fear	negative	neutral	negative
Ross	Dean	[0.722, 0.489, 0.6, 0.533, 0.356]	Oh my God, what happened?	Well he got sick, and then he got sicker, and then he got a little better but then he died.	I can't believe this.	fear	sadness	fear	negative	negative	negative
Ross	Dean	[0.722, 0.489, 0.6, 0.533, 0.356]	I can't believe this.	I'm sorry Mr. Geller. But ya know, there's an old saying, 'Sometimes monkeys die.' It's not a great saying but it certainly is fitting today.	Well, ya know, someone should have called me.	fear	neutral	anger	negative	neutral	negative
Ross	Dean	[0.722, 0.489, 0.6, 0.533, 0.356]	Well, ya know, someone should have called me.	I'm sorry. Look, I know this can't bring him back but here, it's just a gesture.	Zoo dollars?	anger	neutral	anger	negative	neutral	negative
Monica	Chandler	[0.713, 0.457, 0.457, 0.66, 0.511]	I can't believe Joey's having lunch with his stalker. What i-, what is she like.	Well, you remember Cathy Bates in Misery?	Yeah.	anger	anger	neutral	negative	negative	neutral
Joey	Erica	[0.574, 0.614, 0.297, 0.545, 0.455]	No one.	Oh Drake, you are so talented, let me see those hands. Oh these hands, these beautiful hands, oh I could just eat them. . . but I won't.	Good, otherwise my watch would fall off.	neutral	joy	joy	neutral	positive	positive
Joey	Erica	[0.574, 0.614, 0.297, 0.545, 0.455]	Good, otherwise my watch would fall off.	No, seriously. These hands. These miracle, magical, life-giving hands. Oh, just to be near them, touch them, maybe even lick one?	Alright, just one. Wow, you're good at that.	joy	joy	joy	positive	positive	positive
Joey	Erica	[0.574, 0.614, 0.297, 0.545, 0.455]	Hey I-	Hey what?	That's it, just hey. Like at the end of a dance, HEY! Hey. He-hey.	joy	neutral	joy	positive	neutral	positive
Phoebe	Rob	[0.6, 0.48, 0.31, 0.46, 0.56]	Yeah.	Because that would be fantastic. What? You wanna kiss me?	Thinkin' about it.	neutral	joy	neutral	neutral	positive	neutral
Ross	Janitor	[0.722, 0.489, 0.6, 0.533, 0.356]	Oh my God. But the zoo told me that my monkey was dead.	The zoo! Do you believe everything the zoo tells ya?	That, that's the only thing the zoo's ever told me.	fear	joy	fear	negative	positive	negative
Ross	Janitor	[0.722, 0.489, 0.6, 0.533, 0.356]	That, that's the only thing the zoo's ever told me.	Of course they're gonna say he's dead. They don't want the bad publicity. It's all a great big cover-up. Do you have any idea how high up this thing goes?	That guy Lipson?	fear	fear	neutral	negative	negative	neutral
Ross	Janitor	[0.722, 0.489, 0.6, 0.533, 0.356]	That guy Lipson?	Lipson knows. Do you have any idea who else knows?	No, I, I only know Lipson.	neutral	fear	neutral	neutral	negative	neutral
Ross	Janitor	[0.722, 0.489, 0.6, 0.533, 0.356]	Of course.	Your monkey found a new career, in the entertainment field. That's all I know.	This is unbelievable.	neutral	neutral	fear	neutral	neutral	negative
Ross	Janitor	[0.722, 0.489, 0.6, 0.533, 0.356]	Are you trying to get me to bribe you?	Maybe.	But you already told me everything.	sadness	neutral	neutral	negative	neutral	neutral
Phoebe	#ALL#	[0.6, 0.48, 0.31, 0.46, 0.56]	OK, hi again.	Hi Phoebe.	Today we're gonna start with some songs about barnyard animals. Oh, the cow in the meadow goes moo, Oh, the cow in the meadow goes moo. Then the farmer hits him on the head and grinds him up, And that's how we get hamburgers. Nooowww, chickens!	neutral	neutral	joy	neutral	neutral	positive
Phoebe	Rob	[0.6, 0.48, 0.31, 0.46, 0.56]	Fired! Why?	The library board has had a lot of complaints from parents about some of the stuff in your songs.	I can't believe it. Did you tell your board about how kids want to hear the truth?	anger	sadness	anger	negative	negative	negative
Phoebe	Rob	[0.6, 0.48, 0.31, 0.46, 0.56]	I can't believe it. Did you tell your board about how kids want to hear the truth?	No.	I see.	anger	neutral	neutral	negative	neutral	neutral
Joey	Ross	[0.574, 0.614, 0.297, 0.545, 0.455]	This is amazing.	I know.	I finally get a part on TV and the monkey's makin' movies.	joy	joy	sadness	positive	positive	negative
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	This is so exciting, I haven't seen my monkey in almost a year.	What, you never look down in the shower? Oh please. I'm not allowed to make one joke in the monkey-is-penis genre?	Uh, excuse me, uh, where can we find the monkey?	joy	joy	neutral	positive	positive	neutral
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	Does anybody need anything?	Oh, I'll have an espresso. Oh acutally, I'll get it. If I ask you to, you'll probably end up drinking it yourself.	That is so unfair.	neutral	joy	sadness	neutral	positive	negative
Joey	Ross	[0.574, 0.614, 0.297, 0.545, 0.455]	You're blowin' me off for a monkey?	Hey, we can rescedule for Saturday.	Yeah, unless you hook up with a bunch of pigeons.	anger	neutral	neutral	negative	neutral	neutral
Chandler	Phoebe	[0.648, 0.375, 0.386, 0.58, 0.477]	Hey, stick a fork in me, I am done.	Stick a fork what?	Like, when you're cooking a steak.	neutral	neutral	neutral	neutral	neutral	neutral
Phoebe	Chandler	[0.6, 0.48, 0.31, 0.46, 0.56]	Stick a fork what?	Like, when you're cooking a steak.	Oh, OK, I don't eat meat.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Phoebe	[0.648, 0.375, 0.386, 0.58, 0.477]	Like, when you're cooking a steak.	Oh, OK, I don't eat meat.	OK, then, eat me, I'm done.	neutral	neutral	joy	neutral	neutral	positive
Chandler	Susie	[0.648, 0.375, 0.386, 0.58, 0.477]	You want me to wear your panties?	Could ya?	Well, if I was wearing your underwear then, uh, what would you be wearing?. . . You're swell.	fear	joy	joy	negative	positive	positive
Joey	Ross	[0.574, 0.614, 0.297, 0.545, 0.455]	Oooh.	With mealworms.	Yaaahhh. Ahhh, candles. What'dya thinks gonna happen here tonight?	joy	neutral	joy	positive	neutral	positive
Monica	Jean-Claude	[0.713, 0.457, 0.457, 0.66, 0.511]	I can't believe this, just like 2 weeks ago I was watching Sudden Death, now I'm on a date with Jean-Claude Van Damme. Can you beat up that guy? Can you beat up that guy?	Sure.	This is so wild. Ya know, I gotta admit, I was kinda surprised that you agreed to go on a blind date.	joy	neutral	joy	positive	neutral	positive
Monica	Jean-Claude	[0.713, 0.457, 0.457, 0.66, 0.511]	This is so wild. Ya know, I gotta admit, I was kinda surprised that you agreed to go on a blind date.	Normally, I would not do it.	Well, what made you make the exception for me?	joy	neutral	neutral	positive	neutral	neutral
Monica	Rachel	[0.713, 0.457, 0.457, 0.66, 0.511]	Say you're sorry.	No.	Say it.	anger	anger	anger	negative	negative	negative
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	No.	Say it.	No.	anger	anger	anger	negative	negative	negative
Monica	Rachel	[0.713, 0.457, 0.457, 0.66, 0.511]	Say it.	No.	Rachel, you say you're sorry or your sweater gets it.	anger	anger	anger	negative	negative	negative
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	No.	Rachel, you say you're sorry or your sweater gets it.	OK, OK, that is my favorite sweater, that is my third date sweater.	anger	anger	fear	negative	negative	negative
Monica	Rachel	[0.713, 0.457, 0.457, 0.66, 0.511]	Rachel, you say you're sorry or your sweater gets it.	OK, OK, that is my favorite sweater, that is my third date sweater.	Say you're sorry.	anger	fear	anger	negative	negative	negative
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	OK, OK, that is my favorite sweater, that is my third date sweater.	Say you're sorry.	OK, you wanna play? OK, let's play, let's play.	fear	anger	joy	negative	negative	positive
Monica	Rachel	[0.713, 0.457, 0.457, 0.66, 0.511]	Say you're sorry.	OK, you wanna play? OK, let's play, let's play.	What're you gonna do?	anger	joy	fear	negative	positive	negative
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	OK, you wanna play? OK, let's play, let's play.	What're you gonna do?	You give me back my sweater or it's handbag marinara.	joy	fear	anger	positive	negative	negative
Monica	Rachel	[0.713, 0.457, 0.457, 0.66, 0.511]	What're you gonna do?	You give me back my sweater or it's handbag marinara.	You don't have the guts.	fear	anger	fear	negative	negative	negative
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	You give me back my sweater or it's handbag marinara.	You don't have the guts.	Oh yeah. Well, at least I wasn't too chicken to tell some guy I thought he was cute.	anger	fear	anger	negative	negative	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Joey?	Ma?	Joey!	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Ma?	Joey!	Chandler? What're you still doin' here, I though you guys took off.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Joey!	Chandler? What're you still doin' here, I though you guys took off.	Oh, no no no, she took off with my clothes.	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Chandler? What're you still doin' here, I though you guys took off.	Oh, no no no, she took off with my clothes.	Are you naked in there?	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Oh, no no no, she took off with my clothes.	Are you naked in there?	Not exactly. . . I'm wearin panties.	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Are you naked in there?	Not exactly. . . I'm wearin panties.	Huh, you uh, you always wear panties?	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Not exactly. . . I'm wearin panties.	Huh, you uh, you always wear panties?	No, no, this is the first time.	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Huh, you uh, you always wear panties?	No, no, this is the first time.	Wow, talk about your bad luck, I mean, the first time you try panties and someone walks off with your clothes.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	No, no, this is the first time.	Wow, talk about your bad luck, I mean, the first time you try panties and someone walks off with your clothes.	I was not trying them out, Susie asked me to wear them.	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Wow, talk about your bad luck, I mean, the first time you try panties and someone walks off with your clothes.	I was not trying them out, Susie asked me to wear them.	Well, let me see.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	I was not trying them out, Susie asked me to wear them.	Well, let me see.	No. I'm not letting you or anybody else see, ever.	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Well, let me see.	No. I'm not letting you or anybody else see, ever.	Alright, alright. Woah, someone's flossing.	neutral	neutral	joy	neutral	neutral	positive
Joey	Ross	[0.574, 0.614, 0.297, 0.545, 0.455]	Alright, alright. Woah, someone's flossing.	Joey, some people don't like that.	Chandler's wearing panties.	joy	anger	neutral	positive	negative	neutral
Ross	Joey	[0.722, 0.489, 0.6, 0.533, 0.356]	Joey, some people don't like that.	Chandler's wearing panties.	What? Let me see.	anger	neutral	joy	negative	neutral	positive
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	What? Let me see.	No, no, you don't have to see.	Hi Tushie.	joy	neutral	neutral	positive	neutral	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	No, no, you don't have to see.	Hi Tushie.	Alright, one of you give me your underpants.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Alright, one of you give me your underpants.	Can't help you, I'm not wearing any.	How can you not be wearing any underwear?	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Can't help you, I'm not wearing any.	How can you not be wearing any underwear?	Oh, I'm gettin' heat from the guy in the hot pink thong.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	How can you not be wearing any underwear?	Oh, I'm gettin' heat from the guy in the hot pink thong.	Alright look Ross I'll give you 50 dollars for your underpants.	neutral	neutral	neutral	neutral	neutral	neutral
Ross	Phoebe	[0.722, 0.489, 0.6, 0.533, 0.356]	What happened?	Oh my God.	What?	neutral	joy	joy	neutral	positive	positive
Monica	Rachel	[0.713, 0.457, 0.457, 0.66, 0.511]	Well, bye for me too.	OK, well, bye-bye again.	OK.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Wow, I don't know what to say. Wow, I, I don't know what to say.	Heh, what d'ya say?	I don't know. It's a bracelet.	neutral	joy	neutral	neutral	positive	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Heh, what d'ya say?	I don't know. It's a bracelet.	Isn't it? And it's engraved too, check it out.	joy	neutral	joy	positive	neutral	positive
Monica	Interviewer	[0.713, 0.457, 0.457, 0.66, 0.511]	Great.	And if I want to call for a reference on your last job?	Oh, that's there on the bottom, see the manager, Chandler Bing.	joy	neutral	joy	positive	neutral	positive
Monica	Interviewer	[0.713, 0.457, 0.457, 0.66, 0.511]	Alright, well I'm tearing the lettuce.	Uh-huh. Is it dirty?	Oh-oh, no no don't worry, I'm gonna wash it.	fear	neutral	joy	negative	neutral	positive
Monica	Interviewer	[0.713, 0.457, 0.457, 0.66, 0.511]	Oh-oh, no no don't worry, I'm gonna wash it.	Don't, I like it dirty.	That's your call.	joy	joy	fear	positive	positive	negative
Monica	Interviewer	[0.713, 0.457, 0.457, 0.66, 0.511]	Well, I thought that I would cut up the tomatos.	Are they, uh, firm?	They'r alright.	fear	joy	fear	negative	positive	negative
Monica	Interviewer	[0.713, 0.457, 0.457, 0.66, 0.511]	No really, they're OK.	You gonna slice them up real nice?	Actually, I was gonna do them jullienne.	fear	joy	fear	negative	positive	negative
Monica	Interviewer	[0.713, 0.457, 0.457, 0.66, 0.511]	Actually, I was gonna do them jullienne.	Aaaahhhhhhh.	I'm outa here.	fear	joy	anger	negative	positive	negative
Phoebe	Ross	[0.6, 0.48, 0.31, 0.46, 0.56]	Oh, some guy she met at the movies.	Oh really? What uh, what does he want with her?	Hang in there, it's gonna happen.	joy	fear	joy	positive	negative	positive
Ross	Phoebe	[0.722, 0.489, 0.6, 0.533, 0.356]	Oh really? What uh, what does he want with her?	Hang in there, it's gonna happen.	Wha, OK, now how do you know that?	fear	joy	fear	negative	positive	negative
Phoebe	Ross	[0.6, 0.48, 0.31, 0.46, 0.56]	Hang in there, it's gonna happen.	Wha, OK, now how do you know that?	Because she's your lobster.	joy	fear	anger	positive	negative	negative
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	Yeah, I think that fifth shower actually got the interview off me.	So, do you have any other possibilities?	Oh yeah, well there's the possibility that I won't make rent.	joy	neutral	joy	positive	neutral	positive
Monica	Ross	[0.713, 0.457, 0.457, 0.66, 0.511]	Oh yeah, well there's the possibility that I won't make rent.	Monica, if you want, I can lend you some money.	No no no, if I couldn't pay you back right away then I'd feel guilty and tense every time I saw you.	joy	fear	sadness	positive	negative	negative
Chandler	Phoebe	[0.648, 0.375, 0.386, 0.58, 0.477]	Ya know, the man's got a point.	What is that sparkly thing?	That thing, it's a uhh. . . yeah it's, it's a little flashy.	fear	neutral	anger	negative	neutral	negative
Monica	Ross	[0.713, 0.457, 0.457, 0.66, 0.511]	Wow, that is a surprise. Just one little question, uh, why not Ross's room?	Gosh, we talked about that but your brother has so many science trophies and plaques and merit badges, well we didn't want to disturb them.	Oh, God forbid.	anger	joy	anger	negative	positive	negative
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	Well, I can't say any of us were surprised. Your parents have been unhappy ever since we've known them. Especially after that incident in Hawaii.	What, what incident?	Uhh, naa, no no no, I, I must be thinking of someone else, uh, maybe me. Don't you have some folding to do? Go fold dear. Fold. You fold.	neutral	fear	neutral	neutral	negative	neutral
Chandler	Gail	[0.648, 0.375, 0.386, 0.58, 0.477]	I know what you're thinking, Dave Thomas, founder of Wendy's.	I'm Gail.	Chandler.	neutral	neutral	joy	neutral	neutral	positive
Ross	Judy	[0.722, 0.489, 0.6, 0.533, 0.356]	Hey guys.	Hi, darling. Where's my grandson, you didn't bring him?	No, he's at uh, Carol's and Susan's today.	neutral	joy	neutral	neutral	positive	neutral
Monica	Ross	[0.713, 0.457, 0.457, 0.66, 0.511]	Where have you been?	Emotional hell. So, did they lend you the money yet?	No, but that's probably 'cause I haven't asked them yet.	neutral	fear	fear	neutral	negative	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	What am I gonna do, huh?	Hey.	Hey.	fear	neutral	joy	negative	neutral	positive
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Alright, no peeking. No peeking, no peeking, no peeking.	Alright, alright, but you better be wearing clothes when I open my eyes.	Alright open your eyes.	joy	joy	joy	positive	positive	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Alright, alright, but you better be wearing clothes when I open my eyes.	Alright open your eyes.	Sweet mother of all that is good and pure.	joy	joy	joy	positive	positive	positive
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Alright open your eyes.	Sweet mother of all that is good and pure.	Huh? Days of our Lives picked up my option.	joy	joy	joy	positive	positive	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Sweet mother of all that is good and pure.	Huh? Days of our Lives picked up my option.	Congratulations!	joy	joy	joy	positive	positive	positive
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Huh? Days of our Lives picked up my option.	Congratulations!	I know. chandler: Now we can finally watch Green Acres the way it was meant to be seen.	joy	joy	joy	positive	positive	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Ohh yes.	Ohh yeah, that's the stuff.	Do we dare?	joy	joy	joy	positive	positive	positive
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Ohh yeah, that's the stuff.	Do we dare?	We dare.	joy	joy	joy	positive	positive	positive
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	Sorry we're late.	Ah, that's OK, come on in. Um, I'm sorry, is Monica Geller coming? I was told she was.	Dr. Burke, it, it's me.	sadness	neutral	neutral	negative	neutral	neutral
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	Thank you. This is my friend Phoebe. She's gonna be helping me tonight.	Hi Phoebe, nice to meet you. So, how ya been?	I've been great, just great. How have you been?	joy	joy	joy	positive	positive	positive
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	You are so smitten.	I am not.	Oh, you are so much the smitten kitten. You should ask him out.	joy	anger	joy	positive	negative	positive
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	I am not.	Oh, you are so much the smitten kitten. You should ask him out.	Dr. Burke? I don't think so. I mean, like, he's a grown up.	anger	joy	fear	negative	positive	negative
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	Oh, you are so much the smitten kitten. You should ask him out.	Dr. Burke? I don't think so. I mean, like, he's a grown up.	So. You two are totally into each other.	joy	fear	joy	positive	negative	positive
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	Dr. Burke? I don't think so. I mean, like, he's a grown up.	So. You two are totally into each other.	Phoebe, he's a friend of my parents. He's like 20 years older than me.	fear	joy	fear	negative	positive	negative
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	So. You two are totally into each other.	Phoebe, he's a friend of my parents. He's like 20 years older than me.	OK, so what, you're just never gonna see him again?	joy	fear	joy	positive	negative	positive
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	Phoebe, he's a friend of my parents. He's like 20 years older than me.	OK, so what, you're just never gonna see him again?	Not never. I mean, I'm gonna see him tomorrow at my eye appointment.	fear	joy	neutral	negative	positive	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Wow, look at that. The car is on fire, yet somehow it's expensive paint job is protected by the Miracle Wax.	You got a Cheeto on your face man.	Hi.	joy	joy	neutral	positive	positive	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	You got a Cheeto on your face man.	Hi.	Hey.	joy	neutral	neutral	positive	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Hi.	Hey.	What're you doin' here? Aren't you supposed to be out with Rachel?	neutral	neutral	fear	neutral	neutral	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Yeah, but uh, it was 1982 and my flock of seagulls haircut was tickling her chin.	She laughed at you?	It's the Miracle Wax.	joy	fear	neutral	positive	negative	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	She laughed at you?	It's the Miracle Wax.	It certainly is a miracle.	fear	neutral	sadness	negative	neutral	negative
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	No, you, ya know there's no need to make it u. . . how?	Well, I was thinking maybe a um, a romantic dinner with um, candles and wine and then uh, maybe going back to my place for um, dessert.	Humm, that sounds, I don't, perfect.	sadness	joy	joy	negative	positive	positive
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	Well, I was thinking maybe a um, a romantic dinner with um, candles and wine and then uh, maybe going back to my place for um, dessert.	Humm, that sounds, I don't, perfect.	What's this.	joy	joy	fear	positive	positive	negative
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	You too.	You too.	OK, um. Goodbye.	joy	neutral	neutral	positive	neutral	neutral
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	OK, um. Goodbye.	Drops!	What?	neutral	neutral	neutral	neutral	neutral	neutral
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	What?	Drops. Here, they're free.	Thanks. So, I guess I better be going.	neutral	joy	neutral	neutral	positive	neutral
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	Thanks. So, I guess I better be going.	Oh, OK, yeah. I'll see ya later.	Thanks again.	neutral	neutral	joy	neutral	neutral	positive
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	Wow, is that Michelle?	Yep.	I've not seen her since high school graduation. Oh my God, that night she got so dru. . . motional.	joy	neutral	neutral	positive	neutral	neutral
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	I've not seen her since high school graduation. Oh my God, that night she got so dru. . . motional.	Ya know, she's having another baby.	I thought she just had one.	neutral	joy	neutral	neutral	positive	neutral
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	Rach.	Oh.	I'm done.	neutral	neutral	sadness	neutral	neutral	negative
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	Oh, God.	Sorry.	Ah, so what are we looking at?	anger	sadness	neutral	negative	negative	neutral
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	I've no idea, could be. Listen, I'm sorry I had to work tonight.	Oh it's OK. You were worth the wait, and I don't just mean tonight.	You're not laughing.	sadness	neutral	fear	negative	neutral	negative
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	Oh it's OK. You were worth the wait, and I don't just mean tonight.	You're not laughing.	This time it's not so funny.	neutral	fear	joy	neutral	negative	positive
